	multimodal_emotion	text_script
58	3	세상 피곤하게 사네. UFO가 있다고 믿으면, 세상이 얼마나 다르게 느껴지는데.
59	6	왜?
60	7	그렇잖아.         지금이랑은 다른 세계가 있는 거니까. 나랑은 완전 다르게 생기고,       나랑 완전히 다른 차원에 있다는 존재.        외계인들은, 무슨 생각을 하면서 살까? 그걸 생각하는 것만 해도       하루가 지루하진 않거든.
61	7	그래. 존중할게.
62	3	진짜라니까? 내가 다음에, 우리집에 있는 UFO 관련 책들 다 보여줄게.       거기 보면, 2030년에 거대한 UFO가 지구에 찾아올거래.
63	7	        어때? 이 사진들 완전 진짜같지 않냐?
64	6	그런 것 같기도 하고. 근데 요즘엔,       사진 합성 진짜 아무나 다 해.
65	3	합성 아니래도. 야, 너는 어떻게 영상을 합성하냐?
66	6	그럼, 판타지 영화는 다 진짜냐? 그거 다 CG한거지.
67	6	아이씨. 그거 가짜인거 티나잖아.        UFO 영상들은 진짜로 그 존재감이 느껴진다니까?
68	2	 알았어 알았어.
69	4	아 열심히 봐봐.
70	4	 야. 근데, 왜 외계인들은      그 멀리서 UFO를 타고 와가지고, 우리랑 인사도 안 하고 갈까?
71	6	그거야. 걔네 입장에선, 우리가 미개한 종족들이니까.        그냥 이런 애들이 있구나, 하고 돌아가는 거 아닐까?
72	6	겨우 그런걸 하려고 여기까지 온다고?        그럴 바엔 그냥 망원경 같은걸 개발해서, 그냥 관찰만 하면 되잖아.
73	6	야 세상에 어떤 망원경이 그렇게 멀리까지 보여줘.
74	4	이렇게 멀리까지 올 정도의 기술력이면,        그 정도는 있을 것 같은데?
75	2	그럴래나. 암튼, 난 잘 모르겠어. 아니면, 좀 간을 보고 있는건가?       언제 우리한테 쳐들어올지?
76	7	 그럴 수도 있겠네.
77	6	야 나 진지하다고.
78	6	근데 너는 왤케 UFO를 좋아하냐.
79	4	 …..그냥. 좋잖아. 다른 세상이 있다는게.
80	6	어, 저번에도 그 말 했었다.
81	4	그랬나. 모르겠어.        사실, 그냥 희망을 가지고 싶은 것 같기도 해.
82	4	희망?
83	2	응. 왜, 외계인들은….. 다른 차원을 통해서 왔다고 하잖아.        블랙홀 같은거. 근데 그거 아냐?        블랙홀을 통해서, 과거로도 갈 수 있고       평행우주로도 갈 수 있대.
84	6	평행우주? 그게 뭔데?
85	3	너는 공부도 잘 한다면서, 평행우주도 모르냐?
86	4	모를 수도 있지. 그리고 난 UFO같은거 관심 없거든?
87	6	몰라도 진짜 모르네. 왜, 만화나 영화에 많이 나오잖아. 평행우주.       우리랑 똑같은 사람들이 사는 세상인데, 결과는 완전 다른 곳.
88	6	그런게 있어?
89	4	응. 예를 들면, 지금 여기에서는 우리 엄마가 없지만       다른 평행우주에 사는 김지은한테는 엄마가 있는 거지.
90	4	 …그런 곳이 있을 수도 있구나.
91	4	응. 근데 UFO가 진짜로 있다면,        그런 세상이 왠지 진짜로 있을 것 같거든.        우리는 모르지만, 우리보다 훨씬 발전한 외계인들은        그런 세상도 마음대로 다닐 수 있을 거 아니야.
92	2	응.  그러고보니까,        이거 합성 아닌 것 같다.
93	4	응?
94	6	이거봐. 여기 보면, 잔상 같은게 있지?
95	4	오… 그러게.
96	6	이런 잔상은, 물체가 움직이면서 생기는 거잖아.       근데 그 카메라 셔터 속도가 그 움직임을 쫓아가지 못해서       이렇게 흐릿하게 찍히는 거지.        즉, UFO는 이 사진이 찍힐 당시 빠르게 움직이고 있었고,        이런 사진은, 진짜 UFO가 아니면 찍힐 수가 없다는 거야.
97	7	대박. 너 말 진짜 잘한다. 괜히 전교 3등이 아니었구만?
98	7	 1등은 늘 걔가 했다니까….
99	7	치. 야 1등은 너무 재미없어. 3등 쯤이 딱 좋아.
100	7	그렇지?
101	7	그래. 내가 그래서 꼴등은 아니고, 뒤에서 2등을 유지하는 거잖냐.
102	7	 아~ 그거 너가 유지하는 거였어?
103	4	 몰랐냐? 그거 진짜 일부러 하는건데.
104	7	 뭐라는거야.
105	3	나 원래 올백 맞던 애야. 반항 할라고 일부러 오답 찍는거라고.
106	2	 왜….왜... 그런 짓을 하는데?
107	4	그냥. 아빠가 재혼하는 거 싫어서. 그래서 반항하는 거야.        물론, 아빠한텐 1도 안 먹히지만.
108	5	진짜?
109	3	그래. 나같은 애가 놀아주는 거 영광인 줄 알아라.
110	6	너 뭐해?
111	7	 나? 포스터 만들어.
112	5	무슨 포스터?
113	1	우리 동아리, 홍보 포스터.
114	5	너 동아리도 있어? 무슨 동아린데?
115	7	 무슨 동아리겠냐.
116	6	설마…. UFO?
117	7	 어. 어? 야 너도 들어올래?
118	5	 어? 그… 그거 뭐하는 건데?
119	7	그냥, 평소에는 동아리방에서 책이나 읽고, 공부하고.       근데 방학 때, 우리 같이, 캠프 갈거거든.
120	5	캠프?
121	7	어. UFO 캠프.
122	3	 거기서 뭐하는데?
123	1	거기서 그냥…. UFO가 나왔던 곳을 가보는거야.       혹시라도 또 나타날지 모르니까.       전에는 그래서 인터넷에 제보 올라온거 보고      경남 통영까지 갔다왔다니까?
124	5	통영까지? 근데, 부모님이 다 허락해주셔?
125	6	글쎄. 그런 애들도 있고, 부모님이 엄하신 애들은        그냥 거짓말하고 가기도 하고.
126	1	뭐라고 거짓말을 하는데?
127	1	뭐…. 학원 캠프 같은걸로 둘러대는거야.
128	1	그게 먹혀?
129	6	아니면 그냥. 친구 집에서, 자고 온다고 하는거지, 뭐.        그럼 우리가 돌아가면서, 영상통화도 해주고.
130	6	너네 간도 크다.
131	6	그래서 더 재밌지. 뭐 암튼 너도 와라.        저번에, 너가 이 사진들, 합성 아닌 것 같다고 했었잖아.       그런거 보면, 너도 유사모에 들어올 자격이 있어.
132	5	유…사모?
133	7	유에프오를 사랑하는 모임의 약자야.
134	6	 그게 뭐야. 진짜 촌스러워.
135	6	이해해라. 이걸 만든 선배들이 좀 유머 감각이 없어.
136	6	그러니까. 진짜 감각 없다.
137	2	설마… 이름 땜에 안 들어오는 거 아니지?
138	6	그런 거 아니야. 그럼.... 나도 한 번 해보지 뭐.
139	7	 진짜? 진짜지?
140	5	뭐야. 그렇게 좋아?
141	7	야 좋지. 지금 애들이, 다들 좀 관심이 시들해서,        새로운 피가 필요했거든.        너 오면, 다른 애들도, 좀 자극 받을거야.
142	6	자극씩이나? 난 그냥 깍두기라고 생각해줘.       워낙에 이런 건 잘 몰라서….
143	6	그런게 어디있냐. 우리도 처음에 잘 몰랐어.
144	4	아 배불러. 아까 먹은게 아직도 소화가 안 되네.
145	2	너 많이 먹더라. 고기 좋아해?
146	4	어… 평소엔 잘 못 먹으니까.
147	5	왜 잘 못 먹어?
148	4	그냥. 나 몸이 약해서,         엄마가 먹을 거에 완전 엄격하거든.
149	3	어쩐지. 애가 비실비실하더라. 고기를 먹어야 힘이 나지.        그래야 키도 많이 큰댔는데?
150	4	그러게. 이러다가 키 하나도 안 크면 어떡하나 싶긴 해.
151	7	여기 온 김에 많이 먹고 가. 내일 아침에도 고기 먹자.
152	6	아침에?  아침에 어떻게 고기를 먹어.
153	0	왜 못 먹어? 아침이야말로 제일 배고프니까 고기를 먹어야지.
154	6	으…. 나는 느끼해서 못 먹을 것 같은데?
155	3	그럼 김치랑 같이 먹어 바보야.
156	6	알았어. 시도는 해볼게.  근데, 여기 맞지?
157	5	뭐? UFO 나온 데?
158	6	어. 하늘에 아무 것도 없길래.
159	6	그럼, 하늘만 쳐다보고, 바로 UFO가 있을 줄 알았냐?
160	4	아니…
161	3	그럼 그냥 닥치고 기다려. 사람이 끈기가 있어야지.
162	0	나 끈기 많거든?
163	3	너가 무슨 끈기가 많아. 너, 책도 한 번에 다 못 읽잖아.
164	5	어? 너 그거 어떻게 알아?
165	6	내가 다 봤지. 내가 너 짝꿍인데.
166	6	그럴 수도 있지.        야, 그러는 너는 수업 시간에 핸드폰 엄청 하잖아.        그거 50분도 못 참는 주제에?
167	6	사람이 어떻게 50분 동안 집중 하냐?        핸드폰도 좀 하고 그래야, 다시 수업에 집중을 하지.       그리고 내가 뭐 오래 하는 것도 아니고, 잠깐 잠깐 톡하는건데.
168	3	어이구. 잘났네요. 누구랑 톡을 그렇게 하는데?
169	7	있어.
170	5	 뭔데. 남자야?
171	5	어? 어 남자.
172	2	남자…친구?
173	6	아니 그건 아닌데. 아 모르겠다.
174	5	뭔데. 뭘 모르는데.
175	7	그냥 좀 썸타는 중인거 같애.
176	5	 썸? 누군데?
177	7	몰라. 친구가 소개해줬어. 걔도 UFO 좋아한다 해가지고.
178	6	근데 걔는 왜 여기 안 왔대?
179	4	걔는 동아리 같은 거 안 한대. 혼자 노는게 좋대.
180	6	뭐야. 나도 그래. 무슨, 지만 엄청 잘난 줄 아네.        좀 재수 없는 타입?
181	6	그게 아니고. 말주변이 없어서, 애들이랑 같이 있으면      미안하대. 그래서 그냥 이렇게 톡하고 그런게 더 좋대.
182	6	찌질한 새끼네.
183	0	너 왜 말을 그따구로 해? 알지도 못하는 애한테.
184	6	 내가 언제? 그냥 사실대로 말한건데?
185	3	뭐야. 나한테 왜 짜증이야. 너 뭐, 생리라도 하냐?
186	6	뭐? 난 남잔데 무슨 생리야.
187	3	야 개그친거잖아 개그. 무슨 개그를 구분도 못하냐.
188	6	 ………너는 맨날 그러더라?
189	0	아 뭐가.
190	0	나 무시하는거. 맨날 개그도 이해 못 한다 그러고,        마마보이라고 무시하고, 뭐 잘 모른다고 무시하고.
191	6	내가 언제. 그런 적 없어.
192	3	너 맨날 그래. 내가 동아리 하기 싫다고 했을 때는       애가 사회성이 없다고 뭐라 그러더니.        걔한테는 왜 그런 말 안 하냐?
193	3	 뭐?
194	6	야 너 진짜 갑자기 왜 그래? 뭐 잘못 먹었냐?        내가 너한테 뭘 그렇게 잘못했는데?         너 설마, 질투라도 하냐?
195	5	뭐라고?
196	6	아니 그렇잖아. 내가 남자랑 톡 한다고…. 갑자기 화내니까.
197	3	그런 거 아니거든.
198	7	 뭐야. 진짜잖아?        너 질투하냐?
199	0	아니야. 내가 왜 질투를 해.        너가 남자를 만나든 말든, 내 알 바 아니거든?        난 그냥 너가 차별 대우하는게 어이가 없는거야.
200	6	알았다 그래. 암튼, 남의 사생활에 관심 꺼.         어?
201	5	왜.
202	5	 야!!! 너 못 봤어?
203	5	뭔데? 설마.
204	5	진짜야 진짜. UFO를 봤다고!!!!
205	5	어디에? 안 보이는데....
206	7	아씨. 엄청 빠르게 지나갔어. 이 근처에 있을 거 같은데.       자리를 옮겨보자. 저쪽으로 간 것 같애.
207	1	근데, 그렇게 빠른 우주선이, 아직도 근처에 있을까?       벌써 한참을 갔을 것 같은데….
208	3	잔말 말고 따라와.
209	3	너 땜에 놓쳤잖아.
210	5	내가 뭘.
211	6	너가 늑장 부려서 놓친거잖아. 책임져.
212	3	그게 왜 나 때문이야. 그냥 UFO가 겁나 빠른거지.       그걸 우리같은 인간이 따라잡는게 말이 되냐.
213	4	됐어. 아, 진짜 이번엔 진짜로 본 것 같은데…
214	7	잠깐이라도 봤으면 됐지.        UFO, 진짜로 있는 거네 그럼.
215	7	 그러네. 진짜네. 진짜 있네.        그래도 너랑 있어서 그런가? 운이 좀 좋았던 거 같애.
216	6	갑자기 왜 그래? 
217	7	그냥. 기분 좋아서. 으아. 소리 지르고 싶다.
218	6	그럼 질러.
219	5	이 밤에?
220	1	뭐 어때. 주변에 아무도 없는데. 들어봤자 벌레들이나 듣겠지.
221	7	좋았어.        안녕! 만나서 반가웠어!        다음에, 우리 엄마 만나면, 안부 꼭 전해줘.
222	5	누구한테 소리 지르는 거야?
223	7	누구긴 누구야. 외계인들이지.
224	3	바보냐. 외계인들이 지구인 말을 어떻게 알아. 거기다 한국언데.        한국어를 아는, 외계인이 몇이나 되겠냐?
225	6	야, 걔네는 다 번역기 있을 거야.
226	1	야, 너 뭐해?
227	7	 나? 톡하는데?
228	5	그… 남자애랑?
229	7	어.
230	5	너 걔 얼굴은 봤어?
231	7	봤지.
232	5	 언제?
233	7	어제.
234	1	어디서?
235	7	만났지. 같이 아이스크림 먹었는데?
236	6	나한텐 말도 없냐.
237	3	내가 왜 너한테 말을 해야 돼?
238	1	그냥…. 친하니까?
239	7	 우리 친하냐?
240	5	친하지. 그럼 아니냐?
241	7	친하긴 하지. 근데 남자애랑, 이런거 이야기해본 적 없어서.
242	1	앞으론 나한테도 보고 해. 걔랑 뭐 하는지.
243	3	왜?
244	1	왜긴 왜야. 궁금하니까.
245	5	왜 궁금한데?
246	6	…..사는게 심심해서 그런다 왜. 친구한테 그 정도도 얘기 못해주냐?       남 연애하는게 세상에서 제일 재밌대.
247	6	연애하는 거 아니거든?
248	1	그럼 뭔데?
249	6	뭐가.
250	6	연애 아니면 뭐냐고.
251	6	그냥 썸타는 거라고 했잖아. 그리고 썸인지도 모르겠어.       그냥 좋은 친구 같애.
252	6	잘생겼냐?
253	5	어?
254	6	걔. 잘생겼냐고.
255	7	몰라. 내가 그런걸 어떻게 알아.
256	6	왜 몰라. 어제 봤다며?
257	6	그냥 생겼어. 뭘 그런것까지 물어보냐.
258	1	아니, 너가 어떤 마음이냐고.
259	6	나도 모르겠어. 그냥 톡하면 재밌긴 한데,         뭐 딱히 설렌다거나 그렇진 않고.
260	1	 그래? 그럼 썸 아니네.
261	7	그치? 썸 아닌 것 같애.
262	1	걔는 어떤데? 걔는 너 좋아하는 거 같애?
263	7	 어? 아….. 그런가?
264	5	뭐야. 어떤데?
265	7	그냥. 자꾸 나한테 이쁘다던데?
266	3	으. 오글거려. 그런 말을 직접 한다고? 입으로?
267	3	그럼 입으로 하지. 발로 하냐?         너는 어떻게 생각하는데?
268	5	뭐?
269	7	니가 봤을 때, 나 어떠냐고.
270	1	어?
271	7	예뻐?
272	5	어….안 예쁘진 않아.
273	7	그게 뭐야.
274	3	아 몰라. 왜 그런걸 물어. 그런 말 잘 못해.
275	7	 바보냐. 왤케 부끄러워해.        그냥 객관적으로 말하면 되지.
276	3	너는 그게 쉽냐.
277	7	난 쉬운데? 저번에 말 했잖아. 너 잘생겼다고.
278	1	그거야….
279	7	암튼, 쓸 데 없는 거 궁금해하지 말고. 수업준비나 해.        숙제는 했냐?
280	1	했지.
281	7	오 역시. 그럼 내놔봐.
282	3	뭐?
283	6	나 좀 베끼게 내놔보라고.
284	3	와 완전 날강도네.
285	7	 이렇게라도 해야, 뒤에서 2등이라도 하지 않겠냐?
286	3	잘났다 그래. 숙제 보여주면, 이따 떡볶이 살거냐?
287	7	 그래. 까짓거. 사줄게.
288	1	김말이도?
289	7	콜.
290	1	나부터 시작할게.
291	7	응.
292	1	가족관계는 어떻게 되시나요?
293	4	음. 어머니는 돌아가셨고, 아버지는 재혼을 하셨습니다.        오빠 한 명이 있는데, 고등학생이라서 얘기는 잘 못 해요.
294	5	오빠가 있었어?
295	1	말한 적 없나? 우리 오빠 지금 고2.
296	5	나이 차이가 좀 나네.
297	7	그래서 좋아. 오빠가 나 용돈도 줘.
298	5	고등학생인데 용돈을 어떻게 줘?
299	7	오빠 알바하거든. 편의점에서.
300	5	왜 벌써 알바를 해?
301	4	용돈벌이 하는거지 뭐. 용돈 달라고 하기엔        새엄마 눈치보이니까. 나도 그렇고.        나도 얼른 커서, 돈 벌고 싶다.        아빠랑 새엄마한테 손벌리기 싫어.
302	7	멋있다. 그럼 너도 고등학교 가면, 알바할거야?
303	4	해야지.
304	5	미성년잔데, 어떻게 알바를 해?
305	4	다 받아주는데가 있어. 그만큼 열악하겠지만.
306	2	그런거 함부로 하면 안 되는데…. 돈도 엄청 쪼금 줄걸?
307	7	그래도 주긴 주잖아. 아예 안 버는 거보단 낫지.        나는 돈 모아서, 세계여행 갈거야.
308	5	세계여행?
309	1	어. 나는 유럽도 가고 싶고, 남미도 꼭 가고 싶어.
310	5	왜? 남미 위험하지 않나…
311	1	뭐 어때. 죽기야 하겠어? 남미가 그렇게 좋대.
312	1	그렇다고 하더라. 나는 유럽은 가봤는데, 좋긴 했어.
313	5	우와. 유럽을 가봤어? 너네집 잘 사나보다.
314	1	그냥. 어릴 때 엄마 따라서 간 거야.
315	7	가서 어디어디 갔어? 프랑스? 영국?
316	1	뭐 그런데도 가고, 스위스랑 독일도 가고.        근데 동유럽 쪽은 못 가봤어. 체코도 가보고 싶은데.
317	1	우와 멋지다. 거기서 뭐가 제일 좋았어?
318	7	음… 나는 스위스가 엄청 좋았어.       내가 갔을 때, 눈이 엄청 내렸거든. 그래서 버스에 갇혀서      한참동안 앞으로 못 갔었어. 근데 그 시간이 너무 좋더라.
319	4	진짜 좋았겠다. 나는 여행 진짜 너무 가고 싶은데,        우리 아빠는 여행 별로 안 좋아하셔.        마지막으로 갔던게 엄마랑 갔던 담양 여행이었는데.        그 때 대나무 숲이 진짜 너무 예뻤어.
320	7	우와. 나는 거기는 못 가봤어. 좋았겠다.
321	7	응. 거기서 막 대나무 안에다가, 밥을 넣은 것도 먹었는데       밥에서 대나무 향이 엄청 나고. 진짜 맛있었어.
322	7	나도 다음에 꼭 가보고 싶다.
323	7	응 진짜로. 진짜 꼭 가봐.        우리 그럼, 그냥 주말에 한 번 가볼까?
324	1	주말에? 그래 좋아.        근데 우리 이거 하긴 해야 되겠다. 시간 많이 지났어.
325	1	아 맞다. 그럼 이제 내가 물어볼게.       음. 가족관계는 어떻게 되시나요?
326	1	음… 일단 어머니, 아버지, 그리고 동생이 한 명 있습니다.        어머니는 초등학교 선생님이시고, 아버지는 방송국에서 일하세요.       동생은 이제 여섯살인데, 지체장애 2급입니다.
327	4	 네… 가족들과 있었던 일 중에       가장 기억에 남는 순간이 있나요?
328	4	음.. 제가 동생을 처음 때렸던 순간입니다.       동생이 이제 막 걸음마를 떼던 때였는데, 저는 그 때 당시에       동생이 너무 미웠어요. 엄마도 아빠도 동생만 신경썼거든요.       그래서 동생이 일어서지 못하게 자꾸 동생을 밀어서 넘어뜨렸어요.      그런데 동생은 울지도 않고, 계속 일어나더라고요.      그게 너무 미워서 동생을 때렸어요.       그러자 동생이 무시무시하게 큰 소리로 울었어요.       마치… 자기도 여기 있다고, 누군가한테 말하는 것 같았어요.
329	4	…..그래서. 어떻게 됐나요?
330	4	그 뒤로는 한 번도 동생을 때린 적 없어요.        동생을 미워하지도 않고요. 동생은 그냥 태어나버린 거니까.        사실 걔는 잘못한 게 하나도 없으니까.
331	4	바보.
332	5	뭐?
333	4	너는 바보야.
334	4	나도 알아.
335	6	아 배고프다.
336	2	그러게. 계란튀김도 시킬 걸 그랬나?
337	1	아니야. 떡볶이랑 김말이만 해도 배 엄청 부를 듯.
338	2	그래도 모자란거보다는 남는게 낫지 않아?
339	1	그런가. 암튼 빨리 나왔으면 좋겠다.
340	2	그러니까.  근데, 우리 진짜 담양 가?
341	5	어?
342	7	아까 수업 시간에 얘기했었잖아. 너 진짜 마음 있으면      유사모 애들이랑 같이 가자.
343	5	UFO가 나온 것도 아닌데? 애들한테 뭐라고 하게?
344	1	음…. 아니야. 제보가 있어.
345	5	진짜로? 무슨 제보?
346	2	내가 봤거든 그 때. 엄마랑 같이 대나무숲에 있었는데.       저쪽에서 뭔가 반짝거리는거야.
347	5	헐. 그게 UFO였어? 확실해?
348	1	그렇지 않을까? 가보면 알겠지 뭐.
349	2	근데 그건 너무 옛날이잖아.
350	1	그냥 겸사겸사 가는거지 바보야.        쨌든 애들한테 얘기해본다? 너도 갈거지?
351	7	다들 가면 나도 가지 뭐. 재밌겠다.
352	7	어. 거기서 꼭 죽통밥도 먹자.
353	5	그게 뭔데?
354	6	아까 얘기한 거! 대나무 안에 밥 넣어서 먹는거.
355	6	애들은 무슨 여기까지 와서 놀이공원이냐.
356	1	그러게. 놀이공원이라고 해봤자 엄청 작을텐데.        나는 여기서 대나무 숲이나 바라보는 게 더 좋아.
357	7	나도. 근데 진짜 이쁘다.         여기 있으니까, 무슨 드라마 주인공 된 것 같애.         왠지 갑자기 자객이 튀어나올 것 같고.
358	7	그치. 진짜 좋지?         가만히 있으면, 대나무 잎들이, 바람에 흔들리는 소리가 들린다?
359	5	진짜?
360	7	응. 야, 지금부터 한 10초만, 아무 말도 하지 말고 있어보자.
361	7	그래.  우와 진짜 들린다!
362	6	 아 10초만 아무말 하지 말라니까?
363	7	아 미안. 바람 소리 들으니까 마음이 엄청 편안하다.        눈 감고 있으면, 바닷가에 온 것 같기도 하고.        왜, 파도가 밀려오는 소리 있잖아.
364	7	맞아. 그 소리랑 비슷한 거 같기도 하다.
365	7	여기 데려와줘서 고마워. 괜히 나 때문에 온 거잖아.
366	5	엥? 아닌데? 나도 꼭 다시 와보고 싶었어.        그래서 온거야. 너 때문에 온 거 아니거든?
367	6	그럼 말고. 그럼 고마운 거 취소.
368	6	야, 그렇다고 취소까지? 치사하다 치사해.
369	2	너무 했나?
370	6	어. 너무 했어.
371	6	아 애들 올 때까지 뭐하지? 좀 심심하네.        UFO도 언제 올 지 모르겠고.
372	2	그러게. 그럼, 무서운 얘기나 할까?        대나무숲 하면 무서운 얘긴데.
373	2	으. 나 그런거 진짜 무서워하는데?
374	1	뭐 어때. 지금 완전 밝은데. 그리고 내가 있잖아.       귀신 나오면 내가 때려잡아 줄게.
375	6	너같이 쪼그만 애가 누굴 때려잡냐?        그냥 내가 때리는 게 낫겠다.
376	1	그럼 같이 때려죽이자.
377	2	근데, 귀신도 죽나?
378	2	글쎄…. 그래도 힘이 약해지지 않을까?
379	2	아니야. 귀신은 때리는 걸로 아파하진 않을 것 같애.      뭔가 귀신이 무서워하는 걸 준비하자.
380	5	그게 뭐지?
381	6	팥이라든가, 십자가라든가, 그런거 있잖아.
382	2	음….. 귀신은 빛을 싫어하니까. 지금은 괜찮을 거야.
383	1	그래. 그럼 어디 한 번 얘기 해 봐.
384	7	오~ 밝아서 괜찮다 이거지?
385	2	아, 근데 이따 밤 되면 무서울 거 같은데.       나는 남자라서 화장실도 애들이랑 같이 못 간단 말이야…
386	7	 야 그냥 같이 가면 되지. 그게 무슨 상관이야.
387	6	니가 남자애들을 몰라서 그래. 평생 놀릴걸?
388	2	좋아. 그럼 시작해볼게. 옛날에, 한 여자가 무당을 찾아갔대.        점을 볼려고. 근데 그 무당이 그랬다는거야. 아무 것도 안 보인다고.
389	5	헐? 왜?
390	2	그러니까. 그 여자도 그렇게 물었더니,        무당이, 아무래도 그 여자의 기가 너무 쎄서, 그래서 그런 것 같다고       자기보다 더 강한 무당을 찾아가라고 했대.
391	2	 그래서?
392	2	여자는 그렇게까지 점을 보고 싶지 않아서, 그냥 그대로 살았지.        그렇게 몇 년이 지났는데, 사는 게 잘 풀리지가 않으니까.        점을 보고 싶었던 거지. 그래서 여자는 서울로 가서 점을 보기로 했어.
393	5	응. 그래서, 거기서는 사주가 나왔대?
394	2	들어봐봐. 여자가 서울에 유~명한 무당을 찾아가서, 딱 들어가니까.       그 무당 코에서 막 피가 터지고, 한 순간에 촛불이 다 꺼지더래.       무당은 겁에 질려서 도망가고. 여자는 이상하게 생각했지.        자기도 좀 무서웠을테고.
395	2	헐…. 그 여자가 얼마나 기가 쎈거야?        그 정도면 거의 자기도 무당인 거 아니야?
396	2	그러니까. 여자는, 자기 인생이 잘 안 풀리는 것도 그렇고.       주변 사람들이 자꾸만 죽는 것도 그렇고. 자기 탓인 것 같다고 생각했지.       그래서 무당이 되어야 할까, 고민을 했던 거야.
397	2	그래서, 무당이 됐어?
398	2	그래서 다른 유명한 무당을 찾아가서 상담을 받기로 했어.
399	5	다른 무당?
400	2	어. 사람들한테 물어물어, 용하다는 무당을 찾아간거야.        그랬는데 이 무당이 딱 마주치는 순간, 그 무당이 절을 막 하더래.
401	2	헐. 뭔데, 뭔데. 그 여자는 뭐 하는 사람인거야?
402	2	알고 보니까 그 여자는…. 
403	2	 그 여자는?
404	2	 왁!!!!!!!!!
405	5	 아이씨….. 뭐야?
406	2	 그 여자는 신이었어.
407	2	신? 그게 무슨 말이야?
