,multimodal_emotion,text_script
15302,0,"하… 그럼요. 자, 뭐라고 그러셨더라.  여기 A번 문제가 채점이 틀렸다는 거죠?"
15304,0,"아, 이게 문제라는 거죠.  사실 미주씨가 쓴 답도 아예 틀렸다고는 볼 수가 없죠. 그런데, 여기서 이 문장을 보면, 단어가 조금 바뀌면서 아예 의미 자체가 달라지거든요."
38107,0,이거 순 허당이네. 야 쫄리냐?
15306,0,그래서 틀리게 된 거예요. 제가 부분 점수를 조금 드리긴 했는데. 그래도 성적은 B를 드릴 수 밖에 없네요.
38083,0,싸보십쇼. 어디.
38081,0,뭐요?
38079,0,"제가 순하게 생겼어도, 한 성깔 합니다?"
38078,0,뭐가 좋은데?
38074,0,아. 거 언제까지 붙잡아 둘거요?
38127,0,걸? 이자식이 어디서 걸걸 거려? 관두지 못해!?
38072,0,"안하면, 나 경찰에 신고할거야."
38068,0,보상 받으려고 온거야. 보상.
38064,0,뭐? 너 지금 장난하냐?
38062,0,저희들? 왜 다른 사람을 끌어들여? 너가 혼자 만든거잖아. 안그래?
38060,0,나를 죽일 셈이 아니고서야… 통짜로 부러진 날을 음료에 담아 줄 수가 있냐?
38058,0,너 나한테 악감정있어?
38056,0,너야?
38040,0,"이 자식… 이거, 진짜 정도를 모르네…"
38036,0,안된다니?
38032,0,아니긴 뭐가 아니야. 너가 우리 부장님이라고 했잖아!
38030,0,"너 영상에서, 나보고 꼰대에 보수 꼴통이라 했잖아."
6724,0,내가 먹고 싶으니까!!!
38028,0,구독 안했어 임마. 그냥 본거지. 난 니가 지금도 이렇게 뻔뻔하게 내 앞에서 베시시 하는게 무섭다. 무서워.
38026,0,"그걸 몰라서 묻겠냐? 장난치지 말고! 너, 브이로그 내가 다 봤다."
6720,0,왜 안 돼? 나 지금 아이스크림이 너무너무 먹고 싶어서 죽을 것 같단 말이야?
38070,0,"정신적 피해까지! 해서, 백만원 내놔."
38129,0,닥쳐! 안닥쳐?
38131,0,이걸 진짜 술병으로 내리 칠 수도 없고. 야. 가라 가.
38133,0, 조용해. 남들이 듣고 오해하겠다.
38228,0,지금 제정신이세요? 시체가 옆방에 있는데! 제가 무슨 노래를 불러요!?
38224,0,이거 뭐 어떻게 된 거야?
38223,0,먹통이라고요! 노트북!
6786,0,근데 왜 안 보여줘. 선생님 보여 줘야 채점하지.
59613,0,할애비 있을 때 주는 거지. 또 언제 주겠냐.
38216,0,"없기 왜 없어. 우리 그 안에 들어가서, 안 만진게 뭐 있냐. 문고리에 힌트 있나 싶어서 문고리까지 핥았는데."
38212,0,그래 임마. 보고 오라고.
6782,0,"얼른, 똑바로 앉아야 공부 시작하지? 빨리 끝내고 노는 게 좋지, 지은이도?"
15255,0,아.. 그러니까요. 이번엔 제가 두 세번 다시 확인하려고 해요.
38196,0,살인마의 저택인데 당연히 시체가 있죠.
6779,0,어린이는 일찍 자야해. 안 그러면 키 안 큰다니까?
59619,0,"난 쓸 데가 없어. 밥도 다 집에서 먹는데, 어디다 써."
38194,0,뭔데요?
6776,0,"아, 맞다! 오늘 드라마 10시 15분에 시작한다고 했단 말이야."
38188,0,"하긴 너 일처리 하는 거 보면, 굼벵이나 다름없지. 에효! 신이랑 올걸 잘못했다."
38186,0,야! 나 답답해 죽겠다.
38183,0, 방마다 다 컨셉도 다르고… 내용도 다르다고요! 게다가 이건 제일 어려운 난이도 방이잖아요.
38138,0,네?
38140,0,사장님~! 제발요. 이번에 벌써 세번째에요.
38142,0,귀신은 무슨 귀신이에요. 사장님 저기 시내 대형서점에서 유명한 블랙고객이라던데요? 저도 다 알아요.
38144,0,저희는 이거 환불 못해드립니다. 돌아가세요.
59639,0,그 놈 고집이 원래 황소고집이었잖아.
59638,0,"아직도 연락 안 왔대요?	 어이구, 독한 놈. 어떻게 3년 동안 연락 한번이 없대."
38232,0,태평한 소리하지 마세요. 지금 갇힌게 문제가 아니잖아요. 이거… 저희 살인범으로 누명씌우려는 누군가의 수작이에요.
59637,0,몰러. 연락처를 알아야 연락을 하지.
38162,0,혼자 가셔도 되잖아요.
38163,0,혼자가면 재미없잖아. 내가 돈 대줄게. 밥도 사주고.
38166,0,아 진짜 무슨 소리를 하세요!?
38180,0,"물어봐. 뭐 첫 단서를 알아야, 다음 단계로 넘어가지."
59630,0,"그럼 뭐해. 요양원 보내자마자, 못 쓰게 되어 버렸어."
38182,0,아하! 이 자식 참 답답하네. 너 방탈출 해봤다며. 근데 왜 이렇게 뭘 모르냐?
38161,0,"뭘 왜그래야 임마. 그냥 방탈출이 요새 유행이라길래, 한번 해보려는거지."
38487,0,"더 이상 듣기 싫으니까, 나가!"
59422,0,속이 다 후련하다.
38507,0,아니... 저희 사정 뻔히 알면서 어떻게 그래요?
7013,0,"이강인, 너 이 녀석, 오늘 도서관 가기로 했잖아, 얼른 챙겨서 나가자, 이 녀석아."
38877,0,당신 내가 처음부터 마음에 안 들었어!
38876,0,엄마 들먹이지 마세요!
38874,0,당신이 왜 내 아버지야?! 당신이 나를 낳은 것도 아닌데. 당신이 왜 내 아버지냐고?!
38872,0,참는게 아니죠. 무시하는거죠.
38870,0,아무말도 안하고 가려고 했는데… 먼저 성질을 돋군 건 그쪽이잖아요?
38868,0,뭐가 웃겨요? 지금 웃음이 나요?
38866,0,아버지가 따로 있지. 우리 엄마랑 결혼 했다고 당신이 내 아버지가 되는게 말이 됩니까?
38864,0,제 아버지는 따로 있어요...!
7001,0,됐어! 나도 아빠랑 축구하기 싫어!
38860,0,제가 뭘 어쨌다고 이러세요?
38859,0,아니 그렇잖아~ 다 큰 아들이.. 엄마가 재혼했다고 이렇게 새아버지한테 뗀뗸하게 구는 법이 어딨어?
6998,0,"야, 강인아. 아빠가 언제 그렇게 철썩같이 약속을 했냐?"
6997,0,"아니, 사람이 많긴 뭐가 많아! 아빠도 가야 맞는거지. 아빤 진짜 나빴어. 나랑 그렇게 철썩같이 약속을 해놓고 어떻게 이렇게 말이 달라져?"
38879,0,그동안은 그럴 가치도 못 느꼈는데… 더 이상 못 참겠네요!
38850,0,"잘 좀 하자, 잘 좀 해. 어?"
38844,0,그럼 담당자를 교체하면 될 것 아니야?
38815,0,하..
58918,0,하아… 고모 지금 스파이로 오신거에요?
38813,0,"정말 실망이에요, 교수님. 권력이 그렇게 좋으셨어요?"
38811,0,네? 아니 교수님.. 대체 어떻게 그러실 수가 있어요?
15035,0,제 공부는 어차피 제가 알아서 하거든요?
58949,0,네?
15037,0,수험생인 건 이래서 안 좋은 것 같아요. 나 말고 다른 사람들이 전부 다 내 공부를 걱정한다니까.
59007,0,"그니까! 내가 알아서 한다는데도 말이 안 통해.	 딸 같아서 챙겨주고 싶어서 그런다는데, 아니 그럼 월세는 왜 받아."
59018,0, 아!! 왜 내 방문 열고 왜 끓이냐고! 방에 냄새 다 배잖아!
59020,0,"그건 엄마 생각이고!         지난 번에도 옷장에 청국장 냄새 안 빠져서, 옷 다 새로 빨았잖아!"
59021,0,아휴 정말. 옷에서 구수한 냄새 나고 좋지 뭐!	 니 방에 퀘퀘한 냄새 나는 것보다 훨씬 낫겠다!
59022,0,아 엄마!!!
38766,0,"그럼, 특권층이지. 돈 잘벌어.. 사람 목숨 쥐고 흔들어… 아주 뵈는 게 없다니까."
38848,0,김 이사… 내가 이런 것까지 하나하나 신경 써야 돼?
7015,0,"이 놈의 자식, 싫긴, 뭐가 싫어! 매일 뛰어 나가서 놀기만 하면서. 도서관도 들러서 책도 좀 읽고 해야지!"
7016,0,축구하러 가기로 한 약속은 완전히 쌩까더니. 도서관 가자는 약속은 잘 지키려고 그래?
7017,0,아빠가 말하는데 안 들어?
38927,0,아니... 아들뻘 되는 사람한테 이 정도 말도 못 하나?
58610,0, 네네.
38926,0,거 말이 좀 짧습니다?
7053,0,"이 놈 자식. 엄마가 괜히 한 번 그런 말 해 본 거지. 아빠가 무슨 허풍을 쳐. 자, 물어 봐, 모르는 게 뭔지."
38922,0,그럼 사과 하셨어요? 언제 했어요?
38921,0,내가 사과 안 했어요?
58671,0,아니 여름인데 어떻게 문을 닫아놔요. 이렇게 문을 열어둬야 공기가 통하지.         그래야 바람도 통하고 시원하고. 우리집은 에어컨이 없어서 이렇게 해야 돼.
58673,0,"아이, 이웃끼리 서로서로 돕고 살아야지. 이 정도도 이해 못 해주나?"
7047,0,그럼. 아빠가 네 앞에서 거짓말 하겠냐? 엄마한테 물어봐라. 전교 1등 한 적 없는지.
38920,0,까칠이요? 지금 퇴근길에 3차선 도로에서 이런 사고를 냈으면 사과를 하는게 순서 아니에요?
38918,0,그게 탓하는거 아니고 뭐냐구요.
38916,0,그 쪽이 와서 받아놓고… 지금 내 탓하는거에요?
38914,0,블랙박스가 뭐 필수에요? 내가 블랙박스 안 달아서 죄인입니까?
38912,0,미치겠네 진짜…
38910,0,아니요. 평생 몰라도 좋아요… 평생…
38908,0,못 받아들여요! 내가 그걸 어떻게 받아들여요?!
38904,0,미쳤습니까? 내가 당신을 왜 그리워해요? 우리 엄마를 그리워했다구요! 아들밖에 모르던! 가족 밖에 모르던 우리 어머니를요!
7018,0,난 축구하는 게 좋단 말이야.
38881,0,우리 엄마 꼬득여서 기어코 결혼까지 하더니.. 결국엔 엄마 재산으로 사업하고.. 그러다가 말아먹고..
7020,0,그래도 축구하는 게 좋다고.
38883,0,우리 엄마가 그 돈 어떻게 모은 돈인줄 알아? 당신이 아냐고!
38886,0,이게 어디 어른 앞에서 한숨을 쉬어?
38887,0,내가 내 마음대로 한숨도 못 쉬어? 웃기는 인간이네 진짜..
38765,0,나쁜놈들이라니까 아무튼.. 따지고 보면 그놈들은 특권층 아니야?
38888,0,웃기는 인간? 너 어디 한번 해보자 이거야?!
38892,0,깡패 출신 아니에요 그럼? 동네에서 유명한 양아치였다던데?
38894,0,그럼 내가 누군지도 모르는 사람이랑 내 엄마를 결혼하게 둘거 같아요?
38896,0,그래요! 제가 불효잡니다! 진짜… 피눈물이 나네요!!
38900,0,아무것도 아니라서 다행입니다!
38902,0,그렇게 생각한 게 무슨 소용이에요...? 생각만 하면 무슨 소용입니까..? 엄마 그렇게 재혼하고… 내가 얼마나 그리워했는데…
7037,0,"아빠는 TV도 안 봐? TV에 나오는 연예인들 봐, 그 사람들 얼마나 열심히 하는데."
38890,0,"네, 잘 알죠! 깡패 출신 경찰 아닙니까?!"
38764,0,나한테 겁주던 그 놈 생각하면 치가 떨린다니까...
38763,0,뭐라고?
38705,0,제대로 배상 안 하면 소송 걸 거니까 그렇게 알아!
38633,0,이게 불평으로 들려요?
38631,0,이런 일 없을 거라고 하셨잖아요!
59254,0,내가 담배를 뭘 많이 피냐.
59261,0,내가 재혼을 왜 해? 나는 그냥 아부지랑 평생 살거야.
38592,0,감히 나한테 이딴 식으로 군다 이거지…?
38591,0,정신 똑바로 차려. 당신 자식도 마찬가지야. 반성은... 그 놈 감옥 들어가서나 하라고 해!
15154,0,아니라고. 내가 말했잖아. 답지 밀려 써서 그런거라고. 선생님은 진짜 잘 가르친단 말이야.
38590,0,당신이 나한테도 선생인 줄 알아? 어디서 선생질을 하려고 들어?
15156,0,아니라고. 진짜로 답지 안 밀렸단 말이야. 시험지에 문제 푼 거 가채점한 거 못 봤어? 가채점했을 때는 80점 맞았단 말이야. 그럼 1등급인데!
38589,0,"내가 지금 못할 말을 했어? 돈으로 해결을 보겠다니, 그게 사람이 할 소리야?"
38588,0,"뭐...? 당신? 이보세요, 지금 말 다 했어요?"
59286,0,뭘 그만 하냐.
38587,0,"나.. 참.. 세훈이 걔가 왜 그렇게 컸는지, 당신 하는 꼴을 보니까 딱 알겠네."
38585,0,"어머님, 이게 지금 돈으로 될 상황으로 보여요?"
38584,0,네. 합의금 드리면 되잖아요. 얼마를 부르든 상관없이 드릴게요.
38582,0,그럼 돈으로 해결을 볼게요.
38579,0,"아니, 세훈이가 애들을 때리면 얼마나 때렸다고!"
38514,0,예? 지금 악담하고 계신거에요?
38552,0,"유난이라뇨. 어머니, 지금 정신 똑바로 차리고 사건을 직시 하셔야 해요."
59379,0,"내가 가서, 너 끌고 나오기 전에 이혼해!"
38555,0,"아니, 고작 몇 대 때린 거 가지고 형사처벌을 해요?"
59373,0,그럼 대체 언제까지 숨기려고 한거냐?
59371,0,"자연이도 데리고 와야지. 그런 망나니 아래서, 자라게 할 수 없다!"
38637,0,참 나.. 알아서 하겠다고 큰소리칠 땐 언제고…!
59369,0,"이혼해! 내가 처음부터 그 놈 별로라고 말했지!        그렇게 잘 산다고~잘 산다고~ 그래서, 허락했더니만.        어디, 내 딸 눈에, 눈물을 흘리게 만들어!"
59360,0,그 놈이 자기 좋아하는 김자홍이를 붙인다고 나를 떨어뜨렸어. 편파판정이지.
59358,0,"작년, 노인정에서 열린 장기 대회에 그 자식이 심사위원이었는데,       나를 떨어뜨렸잖아."
59338,0,집까지 걸어서 10분이 넘는데. 이 더위에 어떻게 가.
59336,0," 그럼, 집까지 다녀오라 이 말이야?"
59334,0,답답하네. 아니 사람이 융통성이 없어?
38578,0,죄질이 나쁘다는 뜻이에요.
6879,0,"그래. 그럼 일단 우유를 새로 사다가 다른 통에다 담든지, 가서 재활용 쓰레기통을 뒤지든지 해야겠다."
38022,0,야 너 지금 장난하냐? 진지하게 들어 임마. 진지하게.
38638,0,우리 세훈이 앞날이 달렸으니 처신 똑바로 하세요.
38640,0,"에,뭐라구요? 지금 말 다하셨어요?"
38703,0,"당신 책임이 왜 없어? 아무 문제 없다고 해놓고 팔았으면, 사기 친 거 아니야?"
38701,0,아니.. 이걸 몰랐다고 하면 다야? 이런 집을 팔았으면 책임을 져야 할 거 아냐!
38694,0,그러다가. 또 다른 사람한테 계약하라고 던져주게요?
38690,0,내가 지금 화 안 나게 생겼어요?
15097,0,"선생님이 내준 문제들이, 어려운 문제 반, 쉬운 문제 반 랜덤으로 섞여 있었단 말이야. 근데 지금 니가 푼 걸 보면, 어려운 문제들도 풀긴 풀었어. 그럼 이게 무슨 뜻이야."
38689,0,"지금 나랑 싸우자는 거야, 뭐야?"
15099,0,"문제가 어려워서 못 푼게 아니라, 시간을 충분히 투자하지 않았다는 뜻이지."
38688,0,"아니, 생떼라니요? 제가 잘못한게 아니잖아요?"
15101,0,선생님 말이 틀렸어?
59076,0,"야. 너 물 한번 갖다 주면서, 인신 공격까지 하기야?"
38686,0,"몇 시에 만나서 계약서 쓰자, 약속까지 했잖아요."
38684,0,그렇다고 그 새 다른 사람이랑 계약을 해버리시면 어떡해요?
59083,0,"어쭈 요게, 이제 머리 컸다고 이모를 무시하네?"
59085,0,뭐야? 그랬어?
59087,0,충격이다 정말. 이모 너무 충격이야.
38682,0,그 집 제가 계약한다고 말씀 드렸잖아요.
38679,0,고민은 무슨… 고민 하지 말고 얼른 계약해. 그 집 언제 나갈지 몰라.
59170,0,"뭐야, 이 아줌마가."
59168,0,내가 아줌마 아버지 같다니. 내가 이래봬도 나이가 어려.
59164,0,여기 소주 한 병 더 달라고.
38663,0,"에이, 이 근방은 다른 부동산 가도 뭐 없어. 여기서 해결해."
59139,0,그럼 아빠 닮았지. 엄마는 천사였잖아.
59138,0,"그럼, 나 닮았단 말이냐?"
38639,0,당신이나 똑바로 하세요.. 당신이나!
59126,0,내가 뭘.
38665,0,내가 잘 해줄게.
38675,0,진짜라니까. 그 집 살던 애가 서울대 갔잖아.
59104,0,내가 왜 똥고집이냐.
59102,0,난 그런 적 없다.
59100,0,내가 언제.
59098,0,그럼 어떡해? 니가 밥 할거야?
59120,0,힘을 안 주긴. 잘 눌렀는데.
38018,0,"아니, 그게 아니라. 황당해서… 지금 뾰루지 이야기가 왜 나와?"
38016,0,잠깐만 잠깐만. 나 지금 너가 무슨 소리 하는지 못 따라 가겠어.
38014,0,뭐? 안된다는거야?
37423,0,아.. 또 그런 예의 범절은 알아?! 카페에서 조용히 얘기해야 다른 손님들한테 폐 끼치는게 아니라는건 또 알아?! 그걸 아는 사람이 남의 남편한테 손을 대?!!
60112,0,다 어디 빽으로 되는거죠. 우리같은 평교사들이야 점수 쌓느라 빌빌대야 하지만.
37421,0,진짜 내가 물을 부어버리기 전에 닥쳐..
37419,0,상철 씨…? 웃기네 진짜.. 내 남편 이름 부르지마.
37411,0,그래도…? 그래도 당신은 지금 당신 감정이 더 중요하다는거 잖아. 우리 애 아빠는 그런 사람이 아니에요. 애들이 알게 된다고 생각하면 당신 같은 건 안중에도 없을거라고. 알아?
37409,0,지금 그런 마음이… 우리 애들한테 얼마나 큰 상처가 되는 줄 알고 그러는거야…?
37394,0,빨리 나가요! 경찰 부르기 전에!!
37392,0,고모!! 그럼 제사 지내야되서 남편한테 맞고 살아요?! 고모 진짜 내가 인내심에 한계를 느끼니까 빨리 나가세요! 이 집에서 나가라구요!
60160,0,뭐? 개인택시를 왜?
37390,0,왜 또 우리한테 난리에요? 고모가 화내야 될 사람들은 따로 있는데… 왜 겨우 벗어난 우리한테 이렇게 난리를 치는거예요?!!
37385,0,하아… 참...
37383,0,뭐…?!
37380,0,"뭐라구요?! 진짜 미친 여자네, 이 사람!! 그 남편이라는 사람이 내 엄마를 얼마나 때렸는지 알아!?"
37378,0, 지금 뭐라고 하셨어요…?! 아빠라는 작자가 술을 그렇게 마신게… 우리 엄마 때문이라구요!?
15561,0,"보셨는지 모르겠지만, SNS에도 많이 올라가 있거든요. 그거 알바 쓴 거 아니고 다 100% 진짜 후기에요."
60189,0,아 형님!
60190,0,왜? 왜!
60195,0,아 조금만 도와줘. 오빠는 예전에 다 한거잖아.
37371,0,너 지금 감히 내 딸이랑 너랑 비교하는거야?! 너 죽고 싶어?!
37360,0,고모… 아빠가 애에요? 아빠가 지금 유치원생이에요? 그리고.. 아빠가 엄마한테 어떻게 조종을 당해요? 뭐든 아빠는 아빠 맘대로만 하는데?
37359,0,니 엄마가! 순진한 니 아빠를! 조종해서 이렇게 된거잖아!
37355,0,할 말이 많아? 그래. 그럼 어디 한 번 말해봐라. 너랑 니 엄마가 잘한게 뭔데? 응?
37349,0,뭐…? 이게 아주…?!
37345,0,가만 안둬..? 가만 안 두면 니가 어쩔 건데? 어? 얘가 아주 몇 년새에 더 싸가지가 없어졌네..?
6488,0,이 시간에?
37344,0,엄마 얘기 하지마세요. 우리 엄마 들먹이면 진짜 가만 안 둬요.
60268,0,그런데 선생님이 나한테 일어나라고 그랬단 말이야.
60269,0,너 배 아픈데 선생님이 일어나라고 했다고?
60278,0,그러면 기다렸어야지.
37343,0,뭐…? 너 니네 엄마가 그렇게 키웠니?
37373,0,이게…. 이거 아주 쓰레기네..!?
37427,0,대답하지마 그냥!
37428,0,대답 안 하면 대답 안 한다고 또 뭐라고 하실거 잖아요?
37430,0,한숨만 쉬지 마시고 똑바로 말씀해보세요.
6557,0,"지은아, 유치원 가야지, 일어나, 얼른."
37512,0,제가 언제 시간 돌려달래요? 말이 그렇다는거죠!
37510,0,보자 보자 하니까 뭐요?! 지금 저 점심 시간 30분이나 지났는데! 제 점심 시간 30분 어떡하실거에요? 지금 다른 식당 가도 밥 못 먹잖아요!
60050,0,나이 들어서 귀찮게 그게 뭐하는 짓이냐. 부부가 같이 살아야지.
37509,0,장사를 접으라구요…? 진짜 보자 보자 하니까!
37500,0,마음의 상처는 신경 안 쓰더라도! 말씀은 그렇게 하지 말아야죠!
37498,0,네! 못 하죠! 사람이 말을 그렇게 하면 제가 얼마나 상처를 받아요?!
37496,0,"제가 가는 길을 막고 문을 잠궈야 못 나가게 하는거에요? 밑반찬이 값이 나가네 어쩌네 하면서 사람 무안 주는 것도, 막는거 아니에요?!"
37495,0,손님! 제가 언제 못 나가게 했어요? 네?! 말씀해보세요?!제가 손님 가는 길을 막았어요?! 문을 잠궜어요?! 네?! 말씀해보시라구요!
37494,0,아니 말은 바로 하라고.. 이거 진짜 사기 아니에요? 거기다가 밑반찬 먹었다고 나가지도 못하게 하고… 진짜… 어이가 없어서…
60070,0,"아니, 내가 뭐, 우리 딸 누구 줄려고 키우나?        나는 우리 희진이가 잘 되는 게 내 최종 목표야. 결혼 시키는 게 아니고."
37492,0,이것도 안된다… 저것도 안된다… 그러다가 한참이나 비싼 요리를 권하질 않나… 진짜 여기 신고해야 되는거 아니에요?!
37491,0,어디서 반말이야?!
37490,0,"하… 값이 나간다고 하시는데… 그게 제 잘못이에요? 사장님 인건비는 사장님이 알아서 하셔야죠? 세상에 나물 다듬은 인건비 얘기하는 백반집은 처음 보네, 처음 봐!"
6543,0, 그럼 이거 먹지 마. 내 푼돈으로 산 거니까.
37488,0,아 진짜..! 모르긴 뭘 모른다고 자꾸 그러세요?!
37469,0,아니… 사장님.. 여기 백반집인데… 김치찌개 된장찌개 순두부찌개… 다 안된다고 하면 저더러 뭘 먹으라는거예요…
37437,0,뭐…?!
37438,0,제가 지금 국어 공부하려고 여기 나온게 아니구요… 빨리 본론만 말씀하세요.
37440,0,저도 지금 이렇게 예의 차리는게 점점 힘들어지고 있거든요.
37441,0,야!
37442,0,반말하지마!
37443,0, 하아.
15592,0,"아니, 아니, 됐어. 내가 프린트 하면 되지 뭘. 바로 앞에 프린트가 있는데 뭐."
37445,0,아줌마가 내 엄마야? 나도 참는데 한계가 있어!
37449,0,내가 바른 말하니까.. 당신도 할 말 없지?
37450,0,그게 지금 바른 말이야?! 미쳤어 당신?!
37451,0,그래! 나 미쳤다! 사랑에 미쳤다! 됐어?!
37453,0,당신이 뭔데 준다 마라야!
37455,0,나도... 얘기 해보니까.. 아닌거 같네… 나도 헤어질 테니까.. 그쪽도 이혼을 하든지 말든지 마음대로 해요!
37466,0,이것도 안되고 저것도 안되고… 그러면 대체 뭐가 돼요?
37447,0,"내가 왜 사과해? 사과를 할거면 상철씨가 그 댁 식구들한테 해야지!내가 다가온 사람을 못 쳐낸게… 그래, 그게 실수 일 수 있어… 근데! 그 집 식구들한테는 상철씨가 사과해야지. 왜 내가 사과를 해?!"
37342,0,네. 그것만도 다행인줄 아세요.
60293,0,저번에 넘어져서 무릎 까져 들어온 날도         약 발라준다고 하면서 까먹었단 말이야.
60295,0,그래도. 우리한테 관심이 너무 없잖아.
37183,0,그게 아니면 전화번호 알려줘. 빨리!
