multimodal_emotion	text_script
4	근데 나는 평생 육학년으로 살고 싶어. 중학생이 되면 지금보다 더 학원을 많이 다녀야 하잖아.
3	국산차는 추천 안 하시는거에요..?
7	나? 나는 그냥. 적금도 들고, 주식도 좀 하고.
6	노인정도 가지.
4	아이고, 고생이네. 밥은 제대로 먹고 다녀요?
0	아…! 거의 다 그렸는데. 눈을 깜빡이면 어떻게 해요.
4	"제가 전화 해봤는데, 안 받아요. 	어떡하죠?"
6	내가 아무리 그래도 존심이 있지 너한테 돈은 안 빌린다.
3	누구긴 누구야. 할머니 늦둥이, 우리 아빠 막내동생이지.
5	어떻게요?
4	네. 그런 것 같아요.
3	그게 왜 나 때문이야. 그냥 UFO가 겁나 빠른거지.       그걸 우리같은 인간이 따라잡는게 말이 되냐.
5	오일이 샌다구요? 그럼 어떻게 해요?
4	그건 아닌데… 제가 요즘 사실 심리적으로 좀 힘들어서요. 쉴 시간이 필요한 것 같아서요.
0	호재야 선생님 봐봐.
1	그래. 내가 다음에 사줄 게.
7	그러니까. 너무 복숭아라, 조금 남사스럽게 느껴지더라.
7	아빠. 빨래거리 없어?
1	그래서, 고백은 언제 할 거야?
3	네가 독재가 뭔지 알기나 해?
7	당연하죠.
3	제가 원래 입주자를 받을 때, 그 사람 직업이 뭔지, 일을 하고는 있는지 그런 것도 좀 보거든요? 사람마다 수입에 따른 교양 수준의 차이라는 게 있어서. 부동산 업자분한테 듣기로는, 선생님 아직 직업이 없으시다고...
7	아니야 아니야. 어디 가지말고 여기 있어. 얼굴보니까 너무 좋다 정말.
0	학생 같은 게 뭔지 몰라?
4	"성수기여서 일찍 찾았어도, 비슷했을 거야.	 흠.. 그러면 어디로 가지?"
3	낯짝이 두껍다 못해… 사람이 아니네 이 인간!
2	네? 공개처형이요?
0	"아, 나 이제 힘들어. 	 내일 바이어들 온다는 데, 일찍 자야지."
6	통 늙은이 같은 소리만 하네 얘가..
1	뭐?
5	왜요? 우리나라 말은 한글인데.
1	응. 오랜만에 제철이한테 전화와서. 만나서 밥 먹었지.
3	그러니까~ 사랑이 웬 말이야? 그냥 엔조이하다가 결혼하는 거지.
2	키야. 대단하네. 우리집에서는 예술가만 날 줄 알았는데, 수학자 하나 나겠구만!
4	그랬구나... 아.. 가정통신문 싸인 받아야되는데.
2	피해학생 부모님께서는... 세훈이나 세훈이 부모님을 별로 뵙고 싶어하지 않으시더라고요.
5	그래? 그럼 나한테 맞는 거 추천 좀 해줘.
0	참나 당연히 여자죠.  그래서 그 여자가 뭐랬어요? 선생님 차였죠?
2	그래… 아버지가 아시면 노발대발 하실텐데.
6	나는 삼계탕이 낫구만. 너 삼계탕 먹을거면 밖에서 먹고 아니면 집으로 들어가
7	아, 엄마 너무 보고 싶다~ 엄마 출장 가는거 너무 싫어.
0	아 고모는 왜 그걸 또 말했대.
3	네에. 아알게엤습니이다아.
4	흠, 난 오늘은 왠지 삼겹살은 안 땡기는데... 다른 건 뭐 생각나는 거 없어?
6	100만원? 그렇게 비싸? 아이고. 나는 그런거 없어도 돼.
1	나도 돈 가져왔어. 
2	아니. 그런 건 아니고….
4	여덟 살이요.
3	스쿼트는 그냥 맨몸으로 하면 되지… 뭘 저런 걸 사…
4	나이 들어서 비참한 일 겪고 싶지 않아. 정말 가슴에 상처 될 거 같아.
7	응. 여기 방앗간 참기름이 제일 맛있더라.
4	 이걸 어쩜 좋아.   니 형이 아직도 저 세상을 못 가고, 우리 주위를 떠돌고 있나보다.
0	뭐? 학원 스케줄표를 왜 엄마가 짜!
4	언니가.... 희순이랑 왜 싸웠는지도 다 들었어.
0	그거랑 이거랑 어떻게 같아? 우리 마누라한테 사과 해.
0	밑에 머리도 짧게 쳐야해서, 울프컷 느낌이 날 지 모르겠네.   알았어요. 최대한 비슷하게 해줄게.
4	이모, 나 코가 자꾸 간지러운 거 같아. 
4	다 똑같아 이 주변은~
2	저, 오늘 봉사 하기로 한 명지원이라고 하는데요.
1	그래도 물 새는 벽이랑 장이랑 좀 떨어져 있어서 가구는 괜찮은 것 같아.
7	점검은 다 마쳤구요. 사용은 30분 뒤부터 하시면 돼요.
6	아니 딱히 그런 건 아닌데, 그냥 대학의 필요성을 잘 못 느끼겠어.        대학 가서까지 공부하고 싶은지도 모르겠고.
3	그래. 주말이라도 운동을 해야지. 요즘 애들은 평소에 운동을 안 하잖아. 너 위에 입을 티셔츠는 있어?
3	나중은 나중이고.. 암튼 다니기 싫어 죽겠어
1	목소리가 약간 가느다란 편이고..
4	그래?
0	네 못 들었어요.
7	그럼. 병원에서 안경이 나오나요?
6	오늘 국경일인 거 몰랐어요?
0	나는 죽겠어!
1	나도 대학생 되면 누나한테 맛있는거 사다 주고 그럴게. 조금만 기다려.
1	새언니한테 빨리 확인해달라고 해!
7	그래, 상추랑 깻잎도 좀 살게.
6	어우 전 바람이 직방으로 와서 진짜 얼기 직전이에요.
2	다음 주에.
7	 잘 먹겠습니다… 다녀오세요. 사장님…
0	"그니까! 내가 알아서 한다는데도 말이 안 통해.	 딸 같아서 챙겨주고 싶어서 그런다는데, 아니 그럼 월세는 왜 받아."
2	 아야. 아 만지지 마.
7	 천천히 읽어 보시고. 사인은 맨 뒷장만 하시면 됩니다.
0	얼씨구 이 놈이?
0	뭐야. 나도 새 거 사줘!
2	여기 혼자 잘 있을 수 있지.
